Geneid,Length
113246027:gene-LOC113246027:LOC113246027,3117
113246025:gene-LOC113246025:LOC113246025,3216
113246026:gene-CARMIL3:CARMIL3,4251
113246023:gene-CPNE6:CPNE6,1892
113246020:gene-NRL:NRL,1784
113246063:gene-PCK2:PCK2,2347
113246069:gene-DCAF11:DCAF11,3013
113246014:gene-FITM1:FITM1,925
113246087:gene-PSME1:PSME1,1063
113246088:gene-EMC9:EMC9,964
113245988:gene-PSME2:PSME2,1223
113245982:gene-RNF31:RNF31,3333
113245987:gene-IRF9:IRF9,1686
113245986:gene-REC8:REC8,3286
113245983:gene-IPO4:IPO4,3619
113245985:gene-TM9SF1:TM9SF1,2762
113245989:gene-TSSK4:TSSK4,2019
113246033:gene-CHMP4A:CHMP4A,1615
113246034:gene-MDP1:MDP1,734
113246036:gene-NEDD8:NEDD8,625
113246032:gene-GMPR2:GMPR2,1977
113246031:gene-TINF2:TINF2,1760
113246006:gene-TGM1:TGM1,5047
113246008:gene-RABGGTA:RABGGTA,3872
113246011:gene-DHRS1:DHRS1,6058
113246007:gene-NOP9:NOP9,2151
113246012:gene-CIDEB:CIDEB,1322
113246009:gene-LTB4R2:LTB4R2,1898
113246010:gene-LTB4R:LTB4R,2551
113246056:gene-ADCY4:ADCY4,3719
113246058:gene-RIPK3:RIPK3,2697
113246078:gene-NFATC4:NFATC4,3516
130542573:gene-LOC130542573:LOC130542573,506
113246068:gene-NYNRIN:NYNRIN,8065
113246024:gene-CBLN3:CBLN3,1915
113246060:gene-KHNYN:KHNYN,3640
113246062:gene-SDR39U1:SDR39U1,1373
113246090:gene-LOC113246090:LOC113246090,102
113246021:gene-LOC113246021:LOC113246021,948
113245992:gene-LOC113245992:LOC113245992,1082
113246038:nbis-pseudogene-348:LOC113246038,483
113246003:gene-LOC113246003:LOC113246003,768
113245993:gene-LOC113245993:LOC113245993,1029
113245995:nbis-pseudogene-346:LOC113245995,761
113245994:gene-LOC113245994:LOC113245994,951
113246092:nbis-pseudogene-349:LOC113246092,100
113246040:gene-STXBP6:STXBP6,4908
123000352:gene-LOC123000352:LOC123000352,7702
125283447:nbis-pseudogene-3285:LOC125283447,606
123000350:gene-LOC123000350:LOC123000350,1395
123000351:gene-LOC123000351:LOC123000351,3741
125283363:gene-LOC125283363:LOC125283363,2957
113246094:gene-LOC113246094:LOC113246094,104
113246004:gene-NOVA1:NOVA1,35754
113266082:gene-LOC113266082:LOC113266082,3981
130542545:gene-LOC130542545:LOC130542545,339
113266239:gene-LOC113266239:LOC113266239,107
113266052:nbis-pseudogene-2234:LOC113266052,669
113266249:nbis-pseudogene-2271:LOC113266249,96
113266053:nbis-pseudogene-2235:LOC113266053,742
113266054:nbis-pseudogene-2236:LOC113266054,922
113266086:gene-FOXG1:FOXG1,1935
113266055:nbis-pseudogene-2237:LOC113266055,593
113266233:gene-LOC113266233:LOC113266233,107
123001859:gene-LOC123001859:LOC123001859,1069
113266230:gene-LOC113266230:LOC113266230,107
113266088:gene-PRKD1:PRKD1,7808
113266089:nbis-pseudogene-2249:LOC113266089,1967
113266056:nbis-pseudogene-2238:LOC113266056,552
113266090:gene-G2E3:G2E3,2601
113266091:gene-SCFD1:SCFD1,5139
113266238:gene-LOC113266238:LOC113266238,104
113266092:nbis-pseudogene-2250:LOC113266092,5345
113266246:gene-LOC113266246:LOC113266246,130
113266234:nbis-pseudogene-2269:LOC113266234,98
113266093:gene-COCH:COCH,5196
113266095:gene-STRN3:STRN3,4304
113266097:gene-AP4S1:AP4S1,8822
113266094:gene-HECTD1:HECTD1,8893
123001847:gene-LOC123001847:LOC123001847,318
113266245:gene-LOC113266245:LOC113266245,145
130542574:gene-LOC130542574:LOC130542574,21018
113266100:gene-HEATR5A:HEATR5A,10104
113266102:gene-LOC113266102:LOC113266102,333
113266106:gene-DTD2:DTD2,2404
113266108:gene-NUBPL:NUBPL,12925
113266105:gene-GPR33:GPR33,1851
113266225:nbis-pseudogene-2266:LOC113266225,757
113266109:gene-ARHGAP5:ARHGAP5,8498
113266226:gene-LOC113266226:LOC113266226,107
113266227:gene-LOC113266227:LOC113266227,107
113266112:gene-AKAP6:AKAP6,10548
113266232:nbis-pseudogene-2268:LOC113266232,100
113266113:gene-NPAS3:NPAS3,3302
113266237:nbis-pseudogene-2270:LOC113266237,151
130541825:gene-EGLN3:EGLN3,2722
113266114:gene-LOC113266114:LOC113266114,12088
123001849:gene-LOC123001849:LOC123001849,1494
113266116:gene-SPTSSA:SPTSSA,1328
113266117:gene-EAPP:EAPP,1250
125283449:gene-LOC125283449:LOC125283449,164
125283645:gene-LOC125283645:LOC125283645,2549
113249803:gene-LOC113249803:LOC113249803,164
113249805:gene-TRNAY-GUA-7:TRNAY-GUA,73
130542577:gene-LOC130542577:LOC130542577,164
130542576:gene-LOC130542576:LOC130542576,164
123000572:gene-LOC123000572:LOC123000572,1592
113249804:gene-LOC113249804:LOC113249804,164
113266118:gene-SNX6:SNX6,3323
113266119:gene-CFL2:CFL2,3037
113266121:gene-BAZ1A:BAZ1A,5707
113266123:gene-LOC113266123:LOC113266123,5554
130542543:gene-LOC130542543:LOC130542543,4133
113266127:gene-LOC113266127:LOC113266127,1733
113266124:gene-PPP2R3C:PPP2R3C,1545
113266122:gene-PRORP:PRORP,2040
113266128:nbis-pseudogene-2252:LOC113266128,660
113266129:gene-PSMA6:PSMA6,1039
130542544:gene-LOC130542544:LOC130542544,4652
113266131:gene-NFKBIA:NFKBIA,2455
113266035:gene-INSM2:INSM2,1674
113266132:gene-RALGAPA1:RALGAPA1,9508
113266240:gene-LOC113266240:LOC113266240,107
113266248:gene-LOC113266248:LOC113266248,150
113266134:gene-BRMS1L:BRMS1L,2701
113266135:gene-LOC113266135:LOC113266135,487
130542548:gene-LOC130542548:LOC130542548,2219
113266036:nbis-pseudogene-2227:LOC113266036,865
113266136:gene-MBIP:MBIP,1629
125282944:gene-LOC125282944:LOC125282944,2291
113266037:gene-NKX2-1:NKX2-1,2851
113266059:nbis-pseudogene-2239:LOC113266059,231
113266038:gene-NKX2-8:NKX2-8,720
113266060:gene-PAX9:PAX9,1443
113266138:gene-SLC25A21:SLC25A21,2801
113266141:gene-MIPOL1:MIPOL1,22707
113266241:gene-LOC113266241:LOC113266241,155
113266039:gene-FOXA1:FOXA1,5315
130542552:gene-LOC130542552:LOC130542552,4995
113266061:gene-TTC6:TTC6,5941
130542553:gene-LOC130542553:LOC130542553,6733
123001852:gene-LOC123001852:LOC123001852,2547
113266142:gene-SSTR1:SSTR1,3397
113266144:gene-LOC113266144:LOC113266144,14532
113266145:gene-CLEC14A:CLEC14A,3021
113266148:nbis-pseudogene-2255:LOC113266148,917
123001854:nbis-pseudogene-2959:LOC123001854,261
113266243:gene-LOC113266243:LOC113266243,146
113266151:gene-SEC23A:SEC23A,5780
113266152:gene-GEMIN2:GEMIN2,1358
113266154:gene-TRAPPC6B:TRAPPC6B,3234
113266156:gene-PNN:PNN,2982
113266157:gene-MIA2:MIA2,14039
125282989:nbis-pseudogene-3245:LOC125282989,464
113266159:gene-FBXO33:FBXO33,5320
113266161:gene-LOC113266161:LOC113266161,844
130542523:gene-LOC130542523:LOC130542523,7117
125282819:nbis-pseudogene-3226:LOC125282819,490
123001861:nbis-pseudogene-2961:LOC123001861,766
113266065:nbis-pseudogene-2240:LOC113266065,689
113266163:gene-LOC113266163:LOC113266163,660
113266164:gene-LOC113266164:LOC113266164,1527
113266165:gene-LOC113266165:LOC113266165,12431
113266166:gene-LRFN5:LRFN5,8095
113266040:nbis-pseudogene-2228:LOC113266040,840
113266041:nbis-pseudogene-2229:LOC113266041,960
113266066:nbis-pseudogene-2241:LOC113266066,1337
130542556:gene-LOC130542556:LOC130542556,1645
130542542:nbis-pseudogene-3391:LOC130542542,656
123001864:gene-LOC123001864:LOC123001864,498
113266236:gene-LOC113266236:LOC113266236,104
113266068:nbis-pseudogene-2242:LOC113266068,921
113266069:gene-FSCB:FSCB,2750
113266168:gene-LOC113266168:LOC113266168,1467
130542575:gene-LOC130542575:LOC130542575,6833
113266169:gene-CUNH14orf28:CUNH14orf28,3041
113266172:gene-KLHL28:KLHL28,6659
113266173:gene-TOGARAM1:TOGARAM1,6945
113266175:gene-PRPF39:PRPF39,3395
113266247:gene-LOC113266247:LOC113266247,86
113266176:gene-FKBP3:FKBP3,1699
113266177:gene-FANCM:FANCM,7157
123001860:nbis-pseudogene-2960:LOC123001860,731
113266179:gene-MIS18BP1:MIS18BP1,4731
113266180:nbis-pseudogene-2257:LOC113266180,3007
130542560:gene-LOC130542560:LOC130542560,5198
113266071:nbis-pseudogene-2243:LOC113266071,730
113266044:nbis-pseudogene-2230:LOC113266044,292
130542578:gene-TRNAE-CUC-38:TRNAE-CUC,73
113266235:gene-LOC113266235:LOC113266235,107
113266231:gene-LOC113266231:LOC113266231,107
113266045:nbis-pseudogene-2231:LOC113266045,306
130542546:gene-LOC130542546:LOC130542546,199
113266046:gene-RPL10L:RPL10L,652
123001856:gene-LOC123001856:LOC123001856,7084
113266181:gene-MDGA2:MDGA2,7995
113266183:nbis-pseudogene-2258:LOC113266183,454
113266184:gene-LOC113266184:LOC113266184,9581
113266072:nbis-pseudogene-2244:LOC113266072,1029
113266047:nbis-pseudogene-2232:LOC113266047,1985
113266073:nbis-pseudogene-2245:LOC113266073,509
113266048:nbis-pseudogene-2233:LOC113266048,479
113266185:nbis-pseudogene-2259:LOC113266185,1398
130542554:gene-LOC130542554:LOC130542554,3286
125283432:gene-LOC125283432:LOC125283432,59
113266188:gene-RPS29:RPS29,1594
113266193:gene-LRR1:LRR1,3037
113266195:gene-RPL36AL:RPL36AL,618
113266192:gene-MGAT2:MGAT2,2050
113266189:gene-DNAAF2:DNAAF2,2886
113266191:gene-POLE2:POLE2,4549
113266190:gene-KLHDC1:KLHDC1,4241
113266198:gene-KLHDC2:KLHDC2,3947
113266197:gene-NEMF:NEMF,5751
130542558:gene-LOC130542558:LOC130542558,565
113266201:gene-ARF6:ARF6,3862
130542559:gene-LOC130542559:LOC130542559,1937
113266203:gene-LOC113266203:LOC113266203,4186
113266075:nbis-pseudogene-2246:LOC113266075,1795
113266206:gene-VCPKMT:VCPKMT,2342
113266205:gene-SOS2:SOS2,5382
113266207:gene-L2HGDH:L2HGDH,3355
113266250:nbis-pseudogene-2272:LOC113266250,66
113266076:gene-DMAC2L:DMAC2L,2962
113266209:gene-CDKL1:CDKL1,4265
113266211:nbis-pseudogene-2263:LOC113266211,1927
113266208:gene-MAP4K5:MAP4K5,4645
113266214:gene-ATL1:ATL1,4184
113266215:gene-SAV1:SAV1,2695
130542561:gene-LOC130542561:LOC130542561,2961
113266216:gene-NIN:NIN,13283
113266077:gene-ABHD12B:ABHD12B,1558
113266218:gene-PYGL:PYGL,2894
113266078:nbis-pseudogene-2247:LOC113266078,1055
113266221:gene-TRIM9:TRIM9,6651
130542547:gene-LOC130542547:LOC130542547,1948
125282363:nbis-pseudogene-3177:LOC125282363,834
113266229:gene-LOC113266229:LOC113266229,107
125281782:gene-TMX1:TMX1,2626
113266242:gene-LOC113266242:LOC113266242,134
125282365:gene-LOC125282365:LOC125282365,1559
125281781:nbis-pseudogene-3119:LOC125281781,712
130542922:gene-LOC130542922:LOC130542922,451
130542932:gene-LOC130542932:LOC130542932,3991
130542933:gene-LOC130542933:LOC130542933,1056
130542916:gene-LOC130542916:LOC130542916,2453
130542917:gene-LOC130542917:LOC130542917,2453
130542919:gene-LOC130542919:LOC130542919,2452
113249356:nbis-pseudogene-628:LOC113249356,902
125283050:gene-LOC125283050:LOC125283050,618
113249735:nbis-pseudogene-648:LOC113249735,692
125283061:nbis-pseudogene-3254:LOC125283061,931
125283051:gene-LOC125283051:LOC125283051,4574
125283052:nbis-pseudogene-3251:LOC125283052,959
125283053:nbis-pseudogene-3252:LOC125283053,940
125280900:nbis-pseudogene-3021:LOC125280900,940
125283056:gene-LOC125283056:LOC125283056,939
125283057:gene-LOC125283057:LOC125283057,924
125283054:gene-LOC125283054:LOC125283054,945
125283059:gene-LOC125283059:LOC125283059,846
125283055:nbis-pseudogene-3253:LOC125283055,904
125283219:gene-LOC125283219:LOC125283219,942
125283220:nbis-pseudogene-3268:LOC125283220,935
125283217:nbis-pseudogene-3267:LOC125283217,1487
125281703:gene-LOC125281703:LOC125281703,924
125281704:gene-LOC125281704:LOC125281704,1035
125281709:gene-LOC125281709:LOC125281709,936
125283214:nbis-pseudogene-3266:LOC125283214,906
113249119:nbis-pseudogene-595:LOC113249119,895
125281043:nbis-pseudogene-3044:LOC125281043,623
113249118:gene-LOC113249118:LOC113249118,969
113249447:gene-LOC113249447:LOC113249447,939
113241941:nbis-pseudogene-105:LOC113241941,946
113241940:gene-LOC113241940:LOC113241940,936
125281044:gene-LOC125281044:LOC125281044,972
125281045:nbis-pseudogene-3045:LOC125281045,717
113249281:gene-LOC113249281:LOC113249281,939
113249208:nbis-pseudogene-614:LOC113249208,2157
113249206:gene-LOC113249206:LOC113249206,1044
113249203:gene-LOC113249203:LOC113249203,948
113249209:nbis-pseudogene-615:LOC113249209,949
113249204:gene-LOC113249204:LOC113249204,1030
113249207:gene-LOC113249207:LOC113249207,936
113249993:gene-LOC113249993:LOC113249993,960
113249210:nbis-pseudogene-616:LOC113249210,925
113249664:gene-LOC113249664:LOC113249664,957
113249887:gene-LOC113249887:LOC113249887,948
113249633:gene-LOC113249633:LOC113249633,948
125281046:gene-LOC125281046:LOC125281046,960
113249514:gene-LOC113249514:LOC113249514,924
125281071:nbis-pseudogene-3052:LOC125281071,923
113249080:gene-LOC113249080:LOC113249080,942
125281047:nbis-pseudogene-3046:LOC125281047,643
113249774:gene-LOC113249774:LOC113249774,1269
113249960:gene-LOC113249960:LOC113249960,924
125281049:gene-LOC125281049:LOC125281049,936
125281034:gene-LOC125281034:LOC125281034,750
113249085:gene-LOC113249085:LOC113249085,1005
125281048:nbis-pseudogene-3047:LOC125281048,684
113249083:gene-LOC113249083:LOC113249083,927
113249079:gene-LOC113249079:LOC113249079,969
113249082:gene-LOC113249082:LOC113249082,768
113249075:gene-LOC113249075:LOC113249075,969
113249074:gene-LOC113249074:LOC113249074,969
113249072:gene-LOC113249072:LOC113249072,990
113249087:gene-LOC113249087:LOC113249087,135
125281710:nbis-pseudogene-3112:LOC125281710,1222
113249150:nbis-pseudogene-598:LOC113249150,953
113249153:gene-LOC113249153:LOC113249153,1032
113249081:gene-LOC113249081:LOC113249081,1182
113249076:gene-LOC113249076:LOC113249076,1002
113249078:nbis-pseudogene-590:LOC113249078,947
125281711:gene-LOC125281711:LOC125281711,1002
125281712:gene-LOC125281712:LOC125281712,1182
113249073:nbis-pseudogene-588:LOC113249073,970
125281079:nbis-pseudogene-3056:LOC125281079,83
113249159:nbis-pseudogene-602:LOC113249159,866
113249154:gene-LOC113249154:LOC113249154,951
113249155:nbis-pseudogene-599:LOC113249155,966
113250087:gene-LOC113250087:LOC113250087,6200
113268121:gene-SPIDR:SPIDR,3922
113268182:gene-LOC113268182:LOC113268182,104
113268122:gene-CEBPD:CEBPD,9332
113268119:gene-PRKDC:PRKDC,13083
113268173:nbis-pseudogene-2426:LOC113268173,167
113268118:gene-MCM4:MCM4,4248
113268115:gene-LOC113268115:LOC113268115,654
113268114:gene-UBE2V2:UBE2V2,5090
113268142:nbis-pseudogene-2419:LOC113268142,706
113268113:gene-CLXN:CLXN,977
113268170:nbis-pseudogene-2425:LOC113268170,337
113268112:gene-SNAI2:SNAI2,2059
130542912:gene-LOC130542912:LOC130542912,5139
123001984:gene-LOC123001984:LOC123001984,552
113268168:gene-PPDPFL:PPDPFL,3059
123001983:nbis-pseudogene-2973:LOC123001983,341
113268141:nbis-pseudogene-2418:LOC113268141,1861
113268140:nbis-pseudogene-2417:LOC113268140,684
113268111:gene-SNTG1:SNTG1,1554
113268139:nbis-pseudogene-2416:LOC113268139,624
113268138:nbis-pseudogene-2415:LOC113268138,2024
113268110:gene-PXDNL:PXDNL,9167
113268108:gene-PCMTD1:PCMTD1,4748
113268107:gene-ST18:ST18,3397
113268164:gene-ALKAL1:ALKAL1,390
113268105:gene-RB1CC1:RB1CC1,6684
113268106:gene-LOC113268106:LOC113268106,3387
113268137:nbis-pseudogene-2414:LOC113268137,834
113268162:gene-NPBWR1:NPBWR1,4401
113268135:nbis-pseudogene-2413:LOC113268135,1463
113268161:gene-OPRK1:OPRK1,4904
113268134:nbis-pseudogene-2412:LOC113268134,401
113268102:gene-ATP6V1H:ATP6V1H,24281
113268181:gene-LOC113268181:LOC113268181,108
113268104:nbis-pseudogene-2406:LOC113268104,362
113268101:gene-RGS20:RGS20,1967
113268100:gene-TCEA1:TCEA1,4612
113268098:gene-LYPLA1:LYPLA1,2977
113268097:gene-MRPL15:MRPL15,2306
113268133:nbis-pseudogene-2411:LOC113268133,461
113268159:gene-LOC113268159:LOC113268159,271
113268132:nbis-pseudogene-2410:LOC113268132,2250
113268096:gene-LOC113268096:LOC113268096,2923
113268095:gene-SOX17:SOX17,1832
113268157:gene-RP1:RP1,4240
113268174:gene-LOC113268174:LOC113268174,81
113268130:gene-XKR4:XKR4,8540
113268092:gene-TMEM68:TMEM68,6160
113268091:gene-TGS1:TGS1,4229
113268089:gene-LYN:LYN,3535
113268090:gene-LOC113268090:LOC113268090,402
113268088:gene-RPS20:RPS20,582
113268179:gene-LOC113268179:LOC113268179,67
113268129:gene-MOS:MOS,1050
113268086:gene-PLAG1:PLAG1,7304
113268085:gene-CHCHD7:CHCHD7,1800
123001982:nbis-pseudogene-2972:LOC123001982,180
113268084:gene-SDR16C5:SDR16C5,3158
113268083:gene-PENK:PENK,1268
113268082:gene-BPNT2:BPNT2,7115
130542908:nbis-pseudogene-3424:LOC130542908,1438
113268154:nbis-pseudogene-2424:LOC113268154,307
113268153:gene-LOC113268153:LOC113268153,1986
130542947:gene-LOC130542947:LOC130542947,2607
130542898:gene-LOC130542898:LOC130542898,3683
113268081:gene-FAM110B:FAM110B,4060
113268127:nbis-pseudogene-2409:LOC113268127,732
113268080:gene-UBXN2B:UBXN2B,5689
113268152:gene-LOC113268152:LOC113268152,3312
125281042:nbis-pseudogene-3043:LOC125281042,456
113268077:gene-SDCBP:SDCBP,2327
113268076:gene-NSMAF:NSMAF,9893
113268074:gene-TOX:TOX,2812
113268075:nbis-pseudogene-2404:LOC113268075,758
113268151:gene-LOC113268151:LOC113268151,840
113268150:nbis-pseudogene-2423:LOC113268150,486
113268071:gene-CA8:CA8,2873
113268149:nbis-pseudogene-2422:LOC113268149,762
113268070:gene-RAB2A:RAB2A,2154
123001985:gene-LOC123001985:LOC123001985,3258
113268069:gene-CHD7:CHD7,14134
113268068:gene-LOC113268068:LOC113268068,10803
113268066:gene-CLVS1:CLVS1,1136
113268067:gene-ASPH:ASPH,5556
123001987:gene-LOC123001987:LOC123001987,5620
123001981:gene-NKAIN3:NKAIN3,1731
113268183:gene-LOC113268183:LOC113268183,104
123001980:gene-LOC123001980:LOC123001980,2681
130542925:gene-LOC130542925:LOC130542925,3013
113268062:gene-GGH:GGH,8950
113268063:gene-TTPA:TTPA,4907
130542926:gene-LOC130542926:LOC130542926,5366
113268061:gene-YTHDF3:YTHDF3,6434
125281041:nbis-pseudogene-3042:LOC125281041,316
113268126:nbis-pseudogene-2408:LOC113268126,585
113268124:nbis-pseudogene-2407:LOC113268124,920
113268146:nbis-pseudogene-2421:LOC113268146,623
113268145:gene-LOC113268145:LOC113268145,405
113268144:gene-BHLHE22:BHLHE22,1329
113268059:gene-LOC113268059:LOC113268059,24751
130542904:gene-LOC130542904:LOC130542904,16848
113268143:nbis-pseudogene-2420:LOC113268143,1737
113268058:gene-ARMC1:ARMC1,3080
113268057:gene-MTFR1:MTFR1,2561
130542860:gene-LOC130542860:LOC130542860,6931
113268055:gene-PDE7A:PDE7A,4598
113268053:gene-DNAJC5B:DNAJC5B,606
113268184:gene-TRNAR-ACG-8:TRNAR-ACG,73
113268189:gene-TRNAY-GUA-8:TRNAY-GUA,73
113268186:gene-TRNAY-GUA-9:TRNAY-GUA,73
113268185:gene-TRNAA-AGC-15:TRNAA-AGC,73
113268051:gene-TRIM55:TRIM55,2817
113268052:gene-CRH:CRH,591
113268050:gene-LOC113268050:LOC113268050,5451
113268049:gene-RRS1:RRS1,2784
113268047:gene-ADHFE1:ADHFE1,3510
113268046:gene-VXN:VXN,3249
113268045:gene-MYBL1:MYBL1,5206
113268044:gene-VCPIP1:VCPIP1,7999
125281713:gene-LOC125281713:LOC125281713,15171
113268043:gene-SGK3:SGK3,3715
113268040:gene-MCMDC2:MCMDC2,2331
113268042:gene-LOC113268042:LOC113268042,2489
113268177:gene-LOC113268177:LOC113268177,89
113268039:gene-TCF24:TCF24,3168
113268038:gene-PPP1R42:PPP1R42,2889
125282264:gene-LOC125282264:LOC125282264,130
125281722:gene-COPS5:COPS5,1556
113268033:gene-CSPP1:CSPP1,4294
125282266:gene-LOC125282266:LOC125282266,133
125282263:gene-LOC125282263:LOC125282263,130
113268037:nbis-pseudogene-2400:LOC113268037,467
113253077:gene-ARFGEF1:ARFGEF1,8707
123000842:nbis-pseudogene-2801:LOC123000842,437
130542958:gene-LOC130542958:LOC130542958,2800
113253074:gene-CPA6:CPA6,5755
113253072:gene-PREX2:PREX2,6580
113252662:nbis-pseudogene-878:LOC113252662,1468
113253071:gene-LOC113253071:LOC113253071,1644
130542959:gene-LOC130542959:LOC130542959,429
113253101:gene-LOC113253101:LOC113253101,107
113252622:nbis-pseudogene-864:LOC113252622,578
113253070:gene-SULF1:SULF1,9123
113253069:gene-SLCO5A1:SLCO5A1,8797
113252661:gene-PRDM14:PRDM14,1716
113253067:gene-NCOA2:NCOA2,13482
113253109:gene-LOC113253109:LOC113253109,131
113252621:nbis-pseudogene-863:LOC113252621,1562
113253063:gene-TRAM1:TRAM1,2912
113252663:nbis-pseudogene-879:LOC113252663,778
113253064:gene-XKR9:XKR9,2362
113253065:gene-LACTB2:LACTB2,2183
130542938:gene-LOC130542938:LOC130542938,1642
123000822:nbis-pseudogene-2796:LOC123000822,369
123000840:gene-LOC123000840:LOC123000840,14604
113252660:nbis-pseudogene-877:LOC113252660,678
113252659:gene-LOC113252659:LOC113252659,5524
130542939:gene-LOC130542939:LOC130542939,211
113253061:gene-EYA1:EYA1,5249
130542940:gene-LOC130542940:LOC130542940,518
123000850:gene-LOC123000850:LOC123000850,397
130542941:gene-LOC130542941:LOC130542941,4587
113252658:gene-MSC:MSC,3131
130542931:gene-LOC130542931:LOC130542931,2628
125281061:gene-LOC125281061:LOC125281061,841
113253058:gene-TRPA1:TRPA1,4171
113253056:gene-KCNB2:KCNB2,3581
130542954:gene-LOC130542954:LOC130542954,577
113253053:gene-TERF1:TERF1,2348
113253052:gene-SBSPON:SBSPON,2485
113253051:gene-CUNH8orf89:CUNH8orf89,967
113253049:gene-RPL7:RPL7,898
113253048:gene-RDH10:RDH10,2578
113253047:gene-STAU2:STAU2,10994
113253046:gene-UBE2W:UBE2W,5918
113253045:gene-LOC113253045:LOC113253045,525
113253044:gene-ELOC:ELOC,5215
113253089:gene-LOC113253089:LOC113253089,103
113253043:gene-TMEM70:TMEM70,1079
113253042:gene-LY96:LY96,4102
113252619:nbis-pseudogene-862:LOC113252619,790
113253041:gene-JPH1:JPH1,4547
113253039:gene-GDAP1:GDAP1,4493
123000820:nbis-pseudogene-2795:LOC123000820,1275
113253038:gene-PI15:PI15,6881
113252618:nbis-pseudogene-861:LOC113252618,1782
113253036:gene-CRISPLD1:CRISPLD1,2815
113252617:nbis-pseudogene-860:LOC113252617,1427
113253035:gene-HNF4G:HNF4G,7430
113253083:nbis-pseudogene-907:LOC113253083,131
113253034:gene-LOC113253034:LOC113253034,564
113253088:gene-LOC113253088:LOC113253088,107
123000839:gene-LOC123000839:LOC123000839,4344
113253033:gene-ZFHX4:ZFHX4,13907
113253032:gene-PEX2:PEX2,8979
130542863:gene-LOC130542863:LOC130542863,848
123000848:gene-LOC123000848:LOC123000848,10248
113253030:nbis-pseudogene-905:LOC113253030,627
130542907:gene-LOC130542907:LOC130542907,5985
113253098:gene-LOC113253098:LOC113253098,107
113253029:gene-LOC113253029:LOC113253029,2302
113253026:gene-LOC113253026:LOC113253026,335
113253025:gene-PKIA:PKIA,4620
113253024:gene-ZC2HC1A:ZC2HC1A,3629
113253022:gene-IL7:IL7,2021
113253023:gene-LOC113253023:LOC113253023,8758
113253091:gene-LOC113253091:LOC113253091,106
113253021:gene-STMN2:STMN2,1918
113253020:gene-HEY1:HEY1,2266
113253105:nbis-pseudogene-910:LOC113253105,100
113253019:gene-MRPS28:MRPS28,3120
113253118:gene-TRNAK-CUU-40:TRNAK-CUU,73
113253017:gene-TPD52:TPD52,4079
113252655:nbis-pseudogene-876:LOC113252655,375
113253016:gene-LOC113253016:LOC113253016,37487
123000838:nbis-pseudogene-2800:LOC123000838,326
113253014:gene-ZBTB10:ZBTB10,7489
130542866:gene-LOC130542866:LOC130542866,2047
130542867:gene-LOC130542867:LOC130542867,2131
113253012:gene-ZNF704:ZNF704,14418
113253010:gene-PAG1:PAG1,10437
130542868:gene-LOC130542868:LOC130542868,1301
113253003:gene-FABP5:FABP5,690
113253103:nbis-pseudogene-909:LOC113253103,100
113253005:gene-PMP2:PMP2,4191
113253006:gene-LOC113253006:LOC113253006,696
113253004:gene-FABP4:FABP4,723
113253007:nbis-pseudogene-904:LOC113253007,305
113252616:gene-FABP12:FABP12,501
130542869:gene-LOC130542869:LOC130542869,2512
113253002:gene-IMPA1:IMPA1,7752
113253000:gene-SLC10A5:SLC10A5,1825
113252999:gene-ZFAND1:ZFAND1,1769
113252998:gene-CHMP4C:CHMP4C,3774
113252997:gene-SNX16:SNX16,3304
123000837:gene-LOC123000837:LOC123000837,6699
130542862:gene-LOC130542862:LOC130542862,2468
113252654:nbis-pseudogene-875:LOC113252654,261
113252652:nbis-pseudogene-874:LOC113252652,664
113252651:nbis-pseudogene-873:LOC113252651,969
130542890:gene-LOC130542890:LOC130542890,448
113252993:gene-RALYL:RALYL,951
113252995:gene-LOC113252995:LOC113252995,2020
113252992:nbis-pseudogene-903:LOC113252992,769
113252991:gene-LRRCC1:LRRCC1,4041
113253110:nbis-pseudogene-912:LOC113253110,109
113252989:gene-E2F5:E2F5,1332
113252990:gene-RBIS:RBIS,5300
113252988:gene-LOC113252988:LOC113252988,3258
113252615:gene-CA1:CA1,786
113252987:gene-CA3:CA3,1884
113252986:gene-CA2:CA2,2017
113252983:gene-PSKH2:PSKH2,2690
113252979:gene-ATP6V0D2:ATP6V0D2,5784
123000851:gene-TRNAW-CCA-10:TRNAW-CCA,73
113252980:gene-SLC7A13:SLC7A13,1507
113252614:nbis-pseudogene-859:LOC113252614,5836
113252973:gene-WWP1:WWP1,4757
113252613:nbis-pseudogene-858:LOC113252613,2744
123000834:gene-LOC123000834:LOC123000834,3571
113252976:nbis-pseudogene-902:LOC113252976,567
113252975:gene-RMDN1:RMDN1,3255
113252974:nbis-pseudogene-901:LOC113252974,1431
113252972:gene-CPNE3:CPNE3,4853
113252971:gene-CNGB3:CNGB3,2349
130542880:nbis-pseudogene-3420:LOC130542880,1193
113252611:gene-CNBD1:CNBD1,1692
113252969:nbis-pseudogene-900:LOC113252969,1345
113252610:gene-LOC113252610:LOC113252610,4938
113252967:gene-MMP16:MMP16,8492
113252650:nbis-pseudogene-872:LOC113252650,305
113252609:nbis-pseudogene-857:LOC113252609,674
113252965:gene-LOC113252965:LOC113252965,9859
113252964:gene-RIPK2:RIPK2,2254
113252963:gene-OSGIN2:OSGIN2,5382
113252961:gene-NBN:NBN,3243
113252959:gene-DECR1:DECR1,1310
113252960:gene-LOC113252960:LOC113252960,3467
113252958:gene-CALB1:CALB1,2527
